Rank,Change,Team,Total_Points,Previous_Points,PlusMinus,Matches,Update_Date
65,1,Honduras,1383.98,1379.84,+4.14,W D,2025-09-18
66,2,Albania,1380.66,1373.15,+7.51,W W,2025-09-18
67,2,United Arab Emirates,1379.86,1379.86,-,D D,2025-09-18
68,1,Georgia,1377.32,1375.23,+2.09,W L,2025-09-18
69,1,Jamaica,1377.22,1362.97,+14.25,W W,2025-09-18
70,3,Cabo Verde,1363.21,1343.68,+19.53,W W,2025-09-18
71,2,Finland,1358.72,1371.55,-12.83,L L,2025-09-18
72,1,Northern Ireland,1355.98,1351.01,+4.97,L W,2025-09-18
73,1,Bosnia and Herzegovina,1344.25,1349.11,-4.86,L W,2025-09-18
74,,Iceland,1343.09,1337.92,+5.17,L W,2025-09-18
75,1,Ghana,1340.84,1333.33,+7.51,W D,2025-09-18
76,1,Israel,1337.4,1336.52,+0.88,L W,2025-09-18
77,1,Bolivia,1332.24,1315.71,+16.53,W L,2025-09-18
78,1,Oman,1320.34,1314.41,+5.93,W W D,2025-09-18
79,1,Gabon,1314.06,1306.6,+7.46,D W,2025-09-18
80,3,Montenegro,1314.05,1327.28,-13.23,L L,2025-09-18
81,,Guinea,1299.49,1292.63,+6.86,D W D L L W,2025-09-18
82,6,Uganda,1287.61,1269.37,+18.24,W W L D W W L,2025-09-18
83,1,New Zealand,1283.94,1288.86,-4.92,L L,2025-09-18
84,2,Curaçao,1282.42,1277.22,+5.2,W D,2025-09-18
85,2,Zambia,1273,1285.32,-12.32,L L L L L,2025-09-18
86,2,Bulgaria,1271.52,1284.42,-12.9,L L,2025-09-18
87,3,Haiti,1269.24,1261.42,+7.82,D D,2025-09-18
88,1,Bahrain,1268.73,1266.96,+1.77,D D,2025-09-18
89,4,Angola,1268.72,1279.55,-10.83,W L L W D L,2025-09-18
90,3,El Salvador,1267.75,1272.7,-4.95,L W,2025-09-18
91,4,Kosovo,1262.1,1247.71,+14.39,W L,2025-09-18
92,1,Syria,1259.32,1260.82,-1.5,D D,2025-09-18
93,3,Benin,1257.3,1238.97,+18.33,W W,2025-09-18
94,,China PR,1249.06,1249.46,-0.4,W L L,2025-09-18
95,2,Equatorial Guinea,1248.68,1251.59,-2.91,L W,2025-09-18
96,4,Luxembourg,1242.61,1260.17,-17.56,L L,2025-09-18
97,2,Mozambique,1234.04,1236.18,-2.14,W L,2025-09-18
98,2,Guatemala,1230.73,1235.63,-4.9,D L,2025-09-18
99,1,Palestine,1230.55,1236.44,-5.89,L,2025-09-18
100,3,Belarus,1223.54,1237.24,-13.7,L L,2025-09-18
101,1,Thailand,1222.2,1222.07,+0.13,L W,2025-09-18
102,1,Trinidad and Tobago,1220.99,1229.11,-8.12,L D,2025-09-18
103,2,Armenia,1219.55,1204.78,+14.77,W L,2025-09-18
104,2,Tajikistan,1206.15,1202.54,+3.61,D W L,2025-09-18
105,2,Comoros,1201.83,1198.51,+3.32,W L,2025-09-18
106,2,Kyrgyz Republic,1201.22,1208.57,-7.35,L L D,2025-09-18
107,4,Tanzania,1199.45,1209.23,-9.78,L D L D W W W,2025-09-18
108,7,Madagascar,1187.59,1162.86,+24.73,W W L W W W W L D,2025-09-18
109,1,Namibia,1183.8,1192.29,-8.49,W L,2025-09-18
110,1,Mauritania,1183.28,1173.04,+10.24,D W W W L D,2025-09-18
111,2,Kenya,1181.64,1179.06,+2.58,W L L W W D W,2025-09-18
112,5,Libya,1179.57,1155.19,+24.38,W W,2025-09-18
113,1,Lebanon,1172.3,1172.44,-0.14,D D D D D,2025-09-18
114,1,Vietnam,1169.92,1169.92,-,,2025-09-18
115,8,The Gambia,1165.93,1141.36,+24.57,W W,2025-09-18
116,6,Sudan,1163.56,1173.59,-10.03,L L L L W D W D,2025-09-18
117,4,Niger,1160.33,1148.22,+12.11,W L D D L L,2025-09-18
118,4,Kazakhstan,1158.06,1165.49,-7.43,L L,2025-09-18
119,1,Indonesia,1157.94,1154.55,+3.39,D D D D W,2025-09-18
120,,Togo,1151.08,1149.49,+1.59,W L,2025-09-18
121,2,Korea DPR,1151.05,1151.05,-,,2025-09-18
122,2,Sierra Leone,1150.1,1140.06,+10.04,W D,2025-09-18
123,2,Malaysia,1148.23,1138.48,+9.75,W W,2025-09-18
124,2,Azerbaijan,1148.09,1148,+0.09,D L,2025-09-18
125,9,Zimbabwe,1133.75,1157.45,-23.7,L L,2025-09-18
126,3,Malawi,1133.6,1121.1,+12.5,D W,2025-09-18
127,,Rwanda,1133.5,1125.47,+8.03,W L,2025-09-18
128,,Cyprus,1128.1,1124.36,+3.74,D L,2025-09-18
129,3,Estonia,1127.2,1131.33,-4.13,D L,2025-09-18
130,1,Guinea-Bissau,1126.81,1119.54,+7.27,W D,2025-09-18
131,5,Suriname,1125.21,1099.98,+25.23,W D,2025-09-18
132,2,Nicaragua,1120.78,1120.02,+0.76,L D,2025-09-18
133,1,Congo,1119.77,1116.26,+3.51,D L D D,2025-09-18
134,1,India,1113.8,1113.22,+0.58,D D L W,2025-09-18
135,3,Kuwait,1100.38,1098.87,+1.51,D D D D,2025-09-18
136,5,Faroe Islands,1094.46,1089.74,+4.72,W L,2025-09-18
137,,Latvia,1088.8,1099.29,-10.49,L L,2025-09-18
138,2,Turkmenistan,1087.96,1092.4,-4.44,L L D,2025-09-18
139,4,Botswana,1087.27,1101.2,-13.93,L L,2025-09-18
140,6,Central African Republic,1081.36,1107.54,-26.18,L L D L L L,2025-09-18
141,2,Burundi,1077.05,1092.51,-15.46,L L,2025-09-18
142,,Dominican Republic,1074.46,1076.77,-2.31,L,2025-09-18
143,2,Philippines,1066.35,1066.35,-,,2025-09-18
144,,Liberia,1065.62,1068.31,-2.69,D L,2025-09-18
145,2,Lithuania,1065.34,1069.2,-3.86,L D,2025-09-18
146,1,Hong Kong,1047.36,1046.91,+0.45,W L L L L,2025-09-18
147,1,Ethiopia,1046.41,1060.62,-14.21,L L,2025-09-18
148,,Solomon Islands,1045.58,1045.58,-,,2025-09-18
149,2,St Kitts and Nevis,1041.53,1041.53,-,,2025-09-18
150,2,New Caledonia,1039.55,1039.55,-,,2025-09-18
151,2,Guyana,1037.34,1037.34,-,,2025-09-18
152,2,Fiji,1035.11,1043.44,-8.33,L L,2025-09-18
153,5,Lesotho,1034.1,1046.35,-12.25,L L,2025-09-18
154,2,Yemen,1021.25,1021.25,-,,2025-09-18
155,2,Puerto Rico,1020.44,1020.44,-,,2025-09-18
156,2,Moldova,1019.2,1028.26,-9.06,L L,2025-09-18
157,1,Tahiti,1019.04,1019.04,-,,2025-09-18
158,1,Singapore,1013.34,1017.29,-3.95,D L,2025-09-18
159,4,Eswatini,1010.06,1022.87,-12.81,L L,2025-09-18
160,,Myanmar,1004.15,1004.06,+0.09,D,2025-09-18
161,,Afghanistan,998.88,1001.37,-2.49,D L L,2025-09-18
162,1,Antigua and Barbuda,992.38,992.38,-,,2025-09-18
163,1,Vanuatu,991.59,991.59,-,,2025-09-18
164,1,St Lucia,990.69,990.69,-,,2025-09-18
165,3,Bermuda,988.72,1000.04,-11.32,L L,2025-09-18
166,2,Malta,982.43,977.43,+5,W D,2025-09-18
167,1,Cuba,980.33,980.33,-,,2025-09-18
168,1,Grenada,978.4,978.4,-,,2025-09-18
169,,South Sudan,976.56,975.6,+0.96,D L,2025-09-18
170,,Papua New Guinea,969.17,969.17,-,,2025-09-18
171,,Maldives,968.59,965.75,+2.84,D W,2025-09-18
172,1,St Vincent and the Grenadines,962.43,962.43,-,,2025-09-18
173,1,Chinese Taipei,960.81,964.06,-3.25,L,2025-09-18
174,,Andorra,954.68,953.95,+0.73,D L,2025-09-18
175,,Chad,925.82,924.6,+1.22,L D,2025-09-18
176,,Nepal,923.02,923.25,-0.23,D D,2025-09-18
177,1,Barbados,919.97,919.97,-,,2025-09-18
178,1,Montserrat,916.75,916.75,-,,2025-09-18
179,2,Mauritius,912.24,921.61,-9.37,L L,2025-09-18
180,,Cambodia,910.21,910.21,-,,2025-09-18
181,,Belize,904.45,904.45,-,,2025-09-18
182,,Dominica,901.37,901.37,-,,2025-09-18
183,,Brunei Darussalam,900.62,900.62,-,,2025-09-18
184,,Bangladesh,899.24,899.01,+0.23,D D,2025-09-18
185,,Laos,890.35,890.35,-,,2025-09-18
186,,Bhutan,888.94,888.94,-,,2025-09-18
187,,American Samoa,883.17,883.17,-,,2025-09-18
188,,Mongolia,879.75,879.75,-,,2025-09-18
189,,Cook Islands,877.53,877.53,-,,2025-09-18
190,,Samoa,876.41,876.41,-,,2025-09-18
191,1,Macau,865.29,865.29,-,,2025-09-18
192,2,Aruba,861.16,861.16,-,,2025-09-18
193,2,Djibouti,855.91,865.75,-9.84,L L,2025-09-18
194,1,Timor-Leste,855.36,855.36,-,,2025-09-18
195,2,São Tomé and Príncipe,854.76,865.08,-10.32,L L,2025-09-18
196,1,Cayman Islands,853.37,853.37,-,,2025-09-18
197,1,Sri Lanka,852.3,855.13,-2.83,D L,2025-09-18
198,,Tonga,835.64,835.64,-,,2025-09-18
199,2,Pakistan,829.41,829.41,-,,2025-09-18
200,1,Gibraltar,827.19,835.18,-7.99,L L,2025-09-18
201,1,Somalia,824.76,832.13,-7.37,L L,2025-09-18
202,,Guam,823.08,823.08,-,,2025-09-18
203,,Seychelles,812.32,820.71,-8.39,L L,2025-09-18
204,,Liechtenstein,808.48,811.66,-3.18,L L,2025-09-18
205,,Bahamas,807.36,807.36,-,,2025-09-18
206,,Turks and Caicos Islands,803.98,803.98,-,,2025-09-18
207,,US Virgin Islands,779.71,779.71,-,,2025-09-18
