season,team,attack_index,defense_index
1990,Costa Rica,-0.060799999999999986,0.0017777777777777646
1990,Czechoslovakia,0.23693750000000002,0.07614583333333332
1990,Egypt,-0.20366666666666672,0.05077777777777773
1990,England,-0.095,-0.16361111111111107
1990,Italy,0.027499999999999997,-0.044814814814814787
1990,Netherlands,0.03782352941176471,0.0023529411764705854
1990,Rep of Ireland,-0.10826666666666665,0.04333333333333333
1990,Romania,0.26139999999999997,0.17322222222222217
1990,Scotland,-0.10944444444444443,-0.1487037037037037
1990,South Korea,-0.3427222222222222,0.10268518518518517
1990,Spain,0.2674285714285714,0.06202380952380953
1990,Sweden,0.04850000000000001,0.014375000000000027
1990,USA,-0.08228571428571428,0.08833333333333336
1990,USSR,0.1085,0.02989583333333336
1990,United Arab Emirates,-0.2266,-0.2705555555555555
1990,Uruguay,0.04405882352941177,-0.11549019607843136
1990,West Germany,0.28081249999999996,0.14979166666666668
1990,Yugoslavia,0.07970588235294115,-0.14117647058823526
1994,Argentina,0.3897058823529412,0.05049019607843137
1994,Belgium,0.26793749999999994,0.11489583333333332
1994,Bolivia,-0.07212500000000001,-0.05958333333333333
1994,Brazil,0.24433333333333335,0.23688888888888893
1994,Bulgaria,-0.046250000000000006,-0.030624999999999986
1994,Cameroon,-0.165125,-0.095625
1994,Colombia,0.2862666666666666,0.2506666666666667
1994,Germany,0.09258823529411765,0.21666666666666667
1994,Greece,-0.18622727272727274,-0.1421969696969697
1994,Italy,-0.08757894736842103,-0.11578947368421055
1994,Mexico,-0.0014375000000000082,-0.004062500000000001
1994,Morocco,-0.04884210526315788,-0.213859649122807
1994,Netherlands,0.1463125,0.1653125
1994,Nigeria,0.06149999999999998,0.14281249999999998
1994,Norway,-0.2229375,0.09093749999999996
1994,Rep of Ireland,-0.028499999999999998,0.10154761904761904
1994,Romania,0.03607142857142859,-0.07547619047619049
1994,Russia,-0.21885714285714286,-0.11547619047619047
1994,Saudi Arabia,-0.11881249999999999,-0.10187500000000001
1994,South Korea,0.05293749999999999,-0.015104166666666674
1994,Spain,-0.14784999999999998,-0.10875
1994,Sweden,0.1081333333333333,0.01944444444444447
1994,Switzerland,0.05485714285714286,0.0219047619047619
1994,USA,-0.18186666666666665,-0.1261111111111111
1998,Argentina,0.17755555555555555,-0.06833333333333334
1998,Austria,0.03549999999999999,0.16364583333333332
1998,Belgium,-0.20572222222222222,-0.18787037037037038
1998,Brazil,0.06770588235294117,-0.06362745098039216
1998,Bulgaria,-0.012375000000000016,-0.028645833333333325
1998,Cameroon,0.015312499999999993,0.04197916666666666
1998,Chile,0.058562499999999997,0.1614583333333333
1998,Colombia,0.030764705882352916,0.02794117647058822
1998,Croatia,0.15392857142857144,-0.0263095238095238
1998,Denmark,-0.011249999999999993,-0.13312500000000002
1998,England,0.15059999999999998,-0.08355555555555559
1998,France,0.04585000000000001,0.03649999999999997
1998,Germany,0.048055555555555574,0.11370370370370371
1998,Iran,-0.04061538461538464,0.12051282051282053
1998,Italy,-0.15238888888888888,0.03240740740740741
1998,Jamaica,-0.18217647058823533,-0.11568627450980391
1998,Japan,0.04666666666666664,0.07344444444444442
1998,Mexico,0.06933333333333333,-0.16037037037037039
1998,Morocco,0.09592857142857143,0.2783333333333334
1998,Netherlands,0.2687222222222222,0.0675
1998,Nigeria,-0.053000000000000005,-0.21416666666666664
1998,Norway,0.06359999999999996,-0.09611111111111113
1998,Paraguay,-0.29800000000000004,0.10294117647058822
1998,Romania,-0.09657894736842104,-0.1330701754385965
1998,Saudi Arabia,-0.21618750000000003,-0.010416666666666676
1998,Scotland,0.0886428571428571,0.08035714285714285
1998,South Africa,0.08613333333333333,0.1941111111111111
1998,South Korea,-0.2706666666666667,-0.07527777777777778
1998,Spain,0.27261111111111114,0.26407407407407407
1998,Tunisia,-0.16888235294117648,-0.011862745098039222
1998,USA,0.03888888888888886,-0.06805555555555555
1998,Yugoslavia,-0.03550000000000001,-0.14062500000000003
2002,Argentina,0.31124999999999997,0.2534375
2002,Belgium,-0.05942105263157895,0.016315789473684214
2002,Brazil,0.1415,-0.0700925925925926
2002,Cameroon,0.358,0.28653846153846163
2002,China PR,-0.2481176470588236,-0.2727450980392157
2002,Costa Rica,0.2981333333333333,0.02011111111111109
2002,Croatia,-0.08255555555555556,-0.067037037037037
2002,Denmark,0.020625000000000004,-0.0021875000000000024
2002,Ecuador,0.051357142857142865,0.4607142857142857
2002,England,-0.0011250000000000066,-0.09645833333333335
2002,France,0.323,0.0927450980392157
2002,Germany,0.03144444444444443,0.011481481481481468
2002,Italy,-0.19655,-0.25266666666666665
2002,Japan,0.029437499999999978,0.17166666666666663
2002,Mexico,0.33285714285714285,0.32392857142857145
2002,Nigeria,-0.16242105263157897,-0.15912280701754386
2002,Paraguay,-0.07823529411764704,-0.024803921568627457
2002,Poland,-0.30305,-0.25458333333333333
2002,Portugal,0.15239999999999998,0.2322222222222222
2002,Rep of Ireland,0.0945625,-0.0621875
2002,Russia,0.1268125,0.22875
2002,Saudi Arabia,-0.1844705882352941,-0.22931372549019605
2002,Senegal,-0.14766666666666667,-0.15175925925925926
2002,Slovenia,-0.23472222222222222,-0.062407407407407404
2002,South Africa,0.26276923076923075,0.20641025641025643
2002,South Korea,0.040249999999999994,0.13302083333333334
2002,Spain,-0.10576190476190479,-0.09968253968253966
2002,Sweden,-0.08406666666666669,0.11188888888888891
2002,Tunisia,-0.19288235294117645,-0.2626470588235294
2002,Turkey,-0.03994117647058823,0.015588235294117644
2002,USA,-0.07661111111111112,-0.041666666666666685
2002,Uruguay,0.0824705882352941,0.015098039215686287
2006,Angola,-0.216875,0.029687500000000006
2006,Argentina,-0.13742857142857143,-0.09373015873015873
2006,Australia,0.20423529411764707,0.2126470588235294
2006,Brazil,0.2533529411764706,0.006274509803921552
2006,Costa Rica,-0.05117647058823529,-0.024607843137254892
2006,Croatia,0.17453333333333335,-0.002000000000000017
2006,Czech Republic,0.036000000000000004,0.10000000000000002
2006,Ecuador,-0.09110526315789474,0.001052631578947356
2006,England,0.059666666666666646,0.07564814814814812
2006,France,0.12294117647058822,-0.0619607843137255
2006,Germany,0.04052631578947369,-0.05017543859649124
2006,Ghana,-0.02733333333333334,0.0034259259259259065
2006,Iran,0.017999999999999988,0.0546078431372549
2006,Italy,-0.06855,-0.15583333333333335
2006,Ivory Coast,0.17826315789473685,-0.27228070175438596
2006,Japan,-0.15110526315789474,-0.19973684210526313
2006,Mexico,0.12910526315789475,-0.11008771929824562
2006,Netherlands,-0.04183333333333335,0.1574074074074074
2006,Paraguay,0.03874999999999999,0.12104166666666664
2006,Poland,-0.008533333333333335,0.13322222222222221
2006,Portugal,-0.06120000000000001,-0.06433333333333331
2006,Saudi Arabia,0.021374999999999998,0.12427083333333334
2006,Montenegro,-0.19041176470588234,-0.3247058823529411
2006,South Korea,0.008705882352941176,-0.014313725490196086
2006,Spain,0.1432272727272727,0.08704545454545454
2006,Sweden,0.2405625,0.15291666666666665
2006,Switzerland,-0.03500000000000001,0.22862745098039217
2006,Togo,-0.11462499999999998,-0.10895833333333331
2006,Trinidad and Tobago,-0.21218750000000003,-0.061875000000000006
2006,Tunisia,-0.1386,0.2457777777777778
2006,USA,-0.06935294117647059,-0.09754901960784314
2006,Ukraine,-0.04647058823529411,0.07196078431372548
2010,Algeria,-0.03413333333333333,0.14200000000000002
2010,Argentina,0.11799999999999997,0.09473684210526317
2010,Australia,-0.022470588235294128,-0.10578431372549017
2010,Brazil,0.23005882352941173,0.14686274509803923
2010,Cameroon,0.04278947368421053,-0.06535087719298244
2010,Chile,0.05900000000000001,0.0699122807017544
2010,Denmark,-0.08068421052631577,-0.059736842105263165
2010,England,0.04566666666666666,0.12907407407407406
2010,France,-0.016722222222222236,0.06574074074074072
2010,Germany,0.029549999999999986,-0.05058333333333335
2010,Ghana,-0.002722222222222232,-0.005648148148148152
2010,Greece,-0.16126315789473686,-0.12385964912280702
2010,Honduras,-0.33273684210526316,-0.18631578947368418
2010,Italy,0.04036842105263157,0.07956140350877192
2010,Ivory Coast,0.3841333333333333,0.031777777777777814
2010,Japan,-0.055999999999999994,-0.058928571428571414
2010,Mexico,0.06738888888888889,0.09962962962962962
2010,Netherlands,0.005176470588235285,0.050196078431372554
2010,New Zealand,-0.13630769230769232,0.048461538461538396
2010,Nigeria,-0.16255555555555556,-0.13296296296296295
2010,North Korea,-0.0323846153846154,-0.18141025641025643
2010,Paraguay,-0.155,-0.13508333333333333
2010,Portugal,-0.10421052631578949,-0.152280701754386
2010,Serbia,0.07435294117647058,-0.04205882352941174
2010,Slovakia,-0.09033333333333332,-0.12111111111111113
2010,Slovenia,0.09153846153846154,0.125
2010,South Africa,-0.14544444444444443,-0.0735185185185185
2010,South Korea,0.12646666666666667,0.10344444444444444
2010,Spain,0.5158750000000001,0.3532291666666667
2010,Switzerland,0.025214285714285717,0.1369047619047619
2010,USA,0.03488235294117646,0.017647058823529422
2010,Uruguay,-0.19415789473684208,-0.07043859649122806
2014,Algeria,-0.215,-0.17596491228070177
2014,Argentina,-0.05680000000000003,-0.08124999999999999
2014,Australia,-0.03764705882352941,-0.12127450980392156
2014,Belgium,-0.005049999999999999,-0.006166666666666663
2014,Bosnia and Herzegovina,0.05964999999999997,0.015999999999999986
2014,Brazil,0.036099999999999986,0.018750000000000006
2014,Cameroon,-0.16915789473684212,-0.26833333333333337
2014,Chile,0.13866666666666663,0.1597777777777778
2014,Colombia,-0.09539999999999998,-0.11125
2014,Costa Rica,-0.2816470588235294,-0.14078431372549022
2014,Croatia,0.0885625,0.18166666666666667
2014,Ecuador,-0.04621428571428571,0.12035714285714283
2014,England,-0.059199999999999996,-0.17733333333333326
2014,France,0.23422222222222228,0.01935185185185186
2014,Germany,0.25299999999999995,0.13519607843137257
2014,Ghana,0.17011764705882354,0.04058823529411764
2014,Greece,0.04288235294117647,-0.061078431372549
2014,Honduras,-0.21270588235294116,-0.005196078431372548
2014,Iran,-0.08630769230769234,-0.04102564102564104
2014,Italy,-0.16954999999999995,-0.03624999999999997
2014,Ivory Coast,0.276,0.2544047619047619
2014,Japan,0.173,0.16156249999999997
2014,Mexico,-0.004500000000000018,0.008958333333333344
2014,Netherlands,-0.0201111111111111,-0.03
2014,Nigeria,0.01020000000000002,0.04144444444444446
2014,Portugal,0.08711764705882354,0.02901960784313727
2014,Russia,0.07362500000000001,0.1521875
2014,South Korea,0.12174999999999998,0.21624999999999997
2014,Spain,0.014545454545454556,-0.043484848484848515
2014,Switzerland,0.029117647058823536,-0.013921568627450975
2014,USA,-0.04452941176470589,0.052352941176470574
2014,Uruguay,-0.14233333333333334,-0.03148148148148148
2018,Argentina,0.06957894736842105,0.062192982456140335
2018,Australia,0.09559999999999999,0.03755555555555553
2018,Belgium,0.07199999999999998,-0.14591666666666667
2018,Brazil,0.3632352941176471,0.11078431372549018
2018,Colombia,-0.15700000000000003,-0.0034259259259259134
2018,Costa Rica,-0.128375,-0.0703125
2018,Croatia,-0.12923809523809524,0.01023809523809522
2018,Denmark,-0.17205882352941176,0.05705882352941177
2018,Egypt,-0.08981250000000002,0.06489583333333333
2018,England,0.007749999999999984,-0.21125000000000005
2018,France,-0.1045,-0.08616666666666668
2018,Germany,0.29685,-0.08008333333333335
2018,Iceland,-0.08073333333333335,-0.11288888888888891
2018,Iran,-0.289625,-0.20510416666666673
2018,Japan,-0.08177777777777777,0.09953703703703705
2018,Mexico,0.3121428571428571,0.30928571428571433
2018,Morocco,-0.045937500000000006,0.11083333333333334
2018,Nigeria,0.04440000000000001,0.10522222222222222
2018,Panama,-0.30500000000000005,-0.3064035087719298
2018,Peru,0.02466666666666666,0.13855555555555557
2018,Poland,-0.19169999999999998,-0.07083333333333336
2018,Portugal,0.0398235294117647,-0.009705882352941184
2018,Russia,-0.07481249999999999,0.12343749999999998
2018,Saudi Arabia,-0.07221052631578948,-0.04192982456140352
2018,Senegal,-0.1311176470588236,-0.13196078431372552
2018,Serbia,0.2102142857142857,0.16107142857142856
2018,South Korea,-0.15141176470588236,-0.0008823529411764777
2018,Spain,0.5088823529411765,0.007745098039215664
2018,Sweden,0.00040000000000000593,0.03255555555555556
2018,Switzerland,0.2765,0.3355952380952381
2018,Tunisia,-0.04827777777777779,-0.0926851851851852
2018,Uruguay,0.08850000000000001,0.10166666666666667
