,year,home_team,away_team,home_rate
128,1962,Argentina,Bulgaria,1.0
129,1962,Brazil,Chile,1.0
130,1962,Brazil,Czech Republic,0.5
131,1962,Brazil,England,1.0
132,1962,Brazil,Mexico,1.0
133,1962,Brazil,Spain,1.0
134,1962,Chile,Italy,1.0
135,1962,Chile,Russia,1.0
136,1962,Chile,Switzerland,1.0
137,1962,Chile,Yugoslavia,1.0
138,1962,Czech Republic,Hungary,1.0
139,1962,Czech Republic,Spain,1.0
140,1962,Czech Republic,Yugoslavia,1.0
141,1962,England,Argentina,1.0
142,1962,England,Bulgaria,0.0
143,1962,Hungary,Argentina,0.0
144,1962,Hungary,Bulgaria,1.0
145,1962,Hungary,England,1.0
146,1962,Italy,Switzerland,1.0
147,1962,Mexico,Czech Republic,1.0
148,1962,Russia,Colombia,0.0
149,1962,Russia,Uruguay,1.0
150,1962,Russia,Yugoslavia,1.0
151,1962,Spain,Mexico,1.0
152,1962,Uruguay,Colombia,1.0
153,1962,West Germany,Chile,1.0
154,1962,West Germany,Italy,0.0
155,1962,West Germany,Switzerland,1.0
156,1962,Yugoslavia,Colombia,1.0
157,1962,Yugoslavia,Uruguay,1.0
158,1962,Yugoslavia,West Germany,1.0
159,1966,Argentina,Spain,1.0
160,1966,Argentina,Switzerland,1.0
161,1966,Brazil,Bulgaria,1.0
162,1966,England,Argentina,1.0
163,1966,England,France,1.0
164,1966,England,Mexico,1.0
165,1966,England,Portugal,1.0
166,1966,England,Uruguay,0.0
167,1966,England,West Germany,1.0
168,1966,France,Mexico,0.0
169,1966,Hungary,Brazil,1.0
170,1966,Hungary,Bulgaria,1.0
171,1966,Italy,Chile,1.0
172,1966,North Korea,Chile,0.0
173,1966,North Korea,Italy,1.0
174,1966,Portugal,Brazil,1.0
175,1966,Portugal,Bulgaria,1.0
176,1966,Portugal,Hungary,1.0
177,1966,Portugal,North Korea,1.0
178,1966,Portugal,Russia,1.0
179,1966,Russia,Chile,1.0
180,1966,Russia,Hungary,1.0
181,1966,Russia,Italy,1.0
182,1966,Russia,North Korea,1.0
183,1966,Spain,Switzerland,1.0
184,1966,Uruguay,France,1.0
185,1966,Uruguay,Mexico,0.0
186,1966,West Germany,Argentina,0.0
187,1966,West Germany,Russia,1.0
188,1966,West Germany,Spain,1.0
189,1966,West Germany,Switzerland,1.0
190,1966,West Germany,Uruguay,1.0
191,1970,Belgium,El Salvador,1.0
192,1970,Brazil,Czech Republic,1.0
193,1970,Brazil,England,1.0
194,1970,Brazil,Italy,1.0
195,1970,Brazil,Peru,1.0
196,1970,Brazil,Romania,1.0
197,1970,Brazil,Uruguay,1.0
198,1970,Bulgaria,Morocco,0.0
199,1970,England,Czech Republic,1.0
200,1970,England,Romania,1.0
201,1970,Italy,Israel,0.0
202,1970,Italy,Mexico,1.0
203,1970,Italy,Sweden,1.0
204,1970,Italy,West Germany,1.0
205,1970,Mexico,Belgium,1.0
206,1970,Mexico,El Salvador,1.0
207,1970,Mexico,Russia,0.0
208,1970,Peru,Bulgaria,1.0
209,1970,Peru,Morocco,1.0
210,1970,Romania,Czech Republic,1.0
211,1970,Russia,Belgium,1.0
212,1970,Russia,El Salvador,1.0
213,1970,Sweden,Israel,0.0
214,1970,Sweden,Uruguay,1.0
215,1970,Uruguay,Israel,1.0
216,1970,Uruguay,Italy,0.0
217,1970,Uruguay,Russia,1.0
218,1970,West Germany,Bulgaria,1.0
219,1970,West Germany,England,1.0
220,1970,West Germany,Morocco,1.0
221,1970,West Germany,Peru,1.0
222,1970,West Germany,Uruguay,1.0
223,1974,Argentina,Brazil,0.0
224,1974,Argentina,Germany DR,0.0
225,1974,Argentina,Haiti,1.0
226,1974,Argentina,Italy,0.0
227,1974,Australia,Chile,0.0
228,1974,Australia,West Germany,0.0
229,1974,Brazil,Germany DR,1.0
230,1974,Brazil,Poland,0.0
231,1974,Brazil,Yugoslavia,0.0
232,1974,Bulgaria,Netherlands,0.0
233,1974,Bulgaria,Uruguay,0.0
234,1974,Chile,Germany DR,0.0
235,1974,Germany DR,Australia,1.0
236,1974,Germany DR,Netherlands,0.0
237,1974,Germany DR,West Germany,1.0
238,1974,Haiti,Poland,0.0
239,1974,Italy,Haiti,1.0
240,1974,Netherlands,Argentina,1.0
241,1974,Netherlands,Brazil,1.0
242,1974,Netherlands,Sweden,0.0
243,1974,Netherlands,West Germany,0.0
244,1974,Poland,Argentina,1.0
245,1974,Poland,Italy,1.0
246,1974,Poland,West Germany,0.0
247,1974,Poland,Yugoslavia,1.0
248,1974,Scotland,Brazil,0.0
249,1974,Scotland,Yugoslavia,0.0
250,1974,Sweden,Bulgaria,0.0
251,1974,Sweden,Poland,0.0
252,1974,Sweden,Uruguay,1.0
253,1974,Sweden,Yugoslavia,1.0
254,1974,Uruguay,Netherlands,0.0
255,1974,West Germany,Chile,1.0
256,1974,West Germany,Sweden,1.0
257,1974,Yugoslavia,West Germany,0.0
258,1974,Yugoslavia,Zaire,1.0
259,1974,Zaire,Brazil,0.0
260,1974,Zaire,Scotland,0.0
261,1978,Argentina,Brazil,0.0
262,1978,Argentina,France,1.0
263,1978,Argentina,Hungary,1.0
264,1978,Argentina,Netherlands,1.0
265,1978,Argentina,Peru,1.0
266,1978,Argentina,Poland,1.0
267,1978,Austria,Spain,1.0
268,1978,Austria,Sweden,1.0
269,1978,Austria,West Germany,1.0
270,1978,Brazil,Austria,1.0
271,1978,Brazil,Italy,1.0
272,1978,Brazil,Peru,1.0
273,1978,Brazil,Poland,1.0
274,1978,Brazil,Spain,0.0
275,1978,France,Hungary,1.0
276,1978,Italy,Argentina,1.0
277,1978,Italy,Austria,1.0
278,1978,Italy,France,1.0
279,1978,Italy,Hungary,1.0
280,1978,Netherlands,Austria,1.0
281,1978,Netherlands,Iran,1.0
282,1978,Netherlands,Italy,1.0
283,1978,Netherlands,Peru,0.0
284,1978,Peru,Iran,1.0
285,1978,Peru,Scotland,1.0
286,1978,Poland,Mexico,1.0
287,1978,Poland,Peru,1.0
288,1978,Poland,Tunisia,1.0
289,1978,Scotland,Iran,0.0
290,1978,Scotland,Netherlands,1.0
291,1978,Spain,Sweden,1.0
292,1978,Sweden,Brazil,0.0
293,1978,Tunisia,Mexico,1.0
294,1978,West Germany,Italy,0.0
295,1978,West Germany,Mexico,1.0
296,1978,West Germany,Netherlands,0.0
297,1978,West Germany,Poland,0.0
298,1978,West Germany,Tunisia,0.0
299,1982,Algeria,Austria,0.0
300,1982,Algeria,Chile,1.0
301,1982,Argentina,Belgium,0.0
302,1982,Argentina,Brazil,0.0
303,1982,Argentina,El Salvador,1.0
304,1982,Argentina,Hungary,1.0
305,1982,Austria,France,0.0
306,1982,Austria,Northern Ireland,0.0
307,1982,Belgium,El Salvador,1.0
308,1982,Belgium,Hungary,0.0
309,1982,Belgium,Russia,0.0
310,1982,Brazil,New Zealand,1.0
311,1982,Brazil,Russia,1.0
312,1982,Brazil,Scotland,1.0
313,1982,Chile,Austria,0.0
314,1982,Czech Republic,Kuwait,0.0
315,1982,England,Czech Republic,1.0
316,1982,England,France,1.0
317,1982,England,Kuwait,1.0
318,1982,France,Czech Republic,0.0
319,1982,France,Kuwait,1.0
320,1982,France,Northern Ireland,1.0
321,1982,Honduras,Northern Ireland,0.0
322,1982,Honduras,Yugoslavia,0.0
323,1982,Hungary,El Salvador,1.0
324,1982,Italy,Argentina,1.0
325,1982,Italy,Brazil,1.0
326,1982,Italy,Cameroon,0.0
327,1982,Italy,Peru,0.0
328,1982,Italy,Poland,0.0
329,1982,Italy,West Germany,1.0
330,1982,Northern Ireland,Spain,1.0
331,1982,Peru,Cameroon,0.0
332,1982,Poland,Belgium,1.0
333,1982,Poland,Cameroon,0.0
334,1982,Poland,France,1.0
335,1982,Poland,Italy,0.0
336,1982,Poland,Peru,1.0
337,1982,Poland,Russia,0.0
338,1982,Russia,New Zealand,1.0
339,1982,Russia,Scotland,0.0
340,1982,Scotland,New Zealand,1.0
341,1982,Spain,England,0.0
342,1982,Spain,Honduras,0.0
343,1982,Spain,Yugoslavia,1.0
344,1982,West Germany,Algeria,0.0
345,1982,West Germany,Austria,1.0
346,1982,West Germany,Chile,1.0
347,1982,West Germany,England,0.0
348,1982,West Germany,France,0.0
349,1982,West Germany,Spain,1.0
350,1982,Yugoslavia,Northern Ireland,0.0
351,1986,Algeria,Northern Ireland,0.0
352,1986,Algeria,Spain,0.0
353,1986,Argentina,Belgium,1.0
354,1986,Argentina,Bulgaria,1.0
355,1986,Argentina,England,1.0
356,1986,Argentina,South Korea,1.0
357,1986,Argentina,Uruguay,1.0
358,1986,Argentina,West Germany,1.0
359,1986,Belgium,Mexico,0.0
360,1986,Brazil,Algeria,1.0
361,1986,Brazil,France,0.0
362,1986,Brazil,Poland,1.0
363,1986,Bulgaria,Italy,0.0
364,1986,Canada,France,0.0
365,1986,Denmark,Spain,0.0
366,1986,Denmark,Uruguay,1.0
367,1986,Denmark,West Germany,1.0
368,1986,England,Morocco,0.0
369,1986,England,Paraguay,1.0
370,1986,England,Poland,1.0
371,1986,France,Belgium,1.0
372,1986,France,Russia,0.0
373,1986,France,West Germany,0.0
374,1986,Hungary,Canada,1.0
375,1986,Hungary,France,0.0
376,1986,Iraq,Belgium,0.0
377,1986,Iraq,Mexico,0.0
378,1986,Italy,Argentina,0.0
379,1986,Italy,France,0.0
380,1986,Mexico,Bulgaria,1.0
381,1986,Mexico,Paraguay,0.0
382,1986,Morocco,Poland,0.0
383,1986,Morocco,West Germany,0.0
384,1986,Northern Ireland,Brazil,0.0
385,1986,Northern Ireland,Spain,0.0
386,1986,Paraguay,Belgium,0.0
387,1986,Paraguay,Iraq,1.0
388,1986,Poland,Portugal,1.0
389,1986,Portugal,England,1.0
390,1986,Portugal,Morocco,0.0
391,1986,Russia,Belgium,0.0
392,1986,Russia,Canada,1.0
393,1986,Russia,Hungary,1.0
394,1986,Scotland,Denmark,0.0
395,1986,Scotland,Uruguay,0.0
396,1986,South Korea,Bulgaria,0.0
397,1986,South Korea,Italy,0.0
398,1986,Spain,Belgium,0.0
399,1986,Spain,Brazil,0.0
400,1986,Uruguay,West Germany,0.0
401,1986,West Germany,Mexico,0.0
402,1986,West Germany,Scotland,1.0
403,1990,Argentina,Cameroon,0.0
404,1990,Argentina,Romania,0.0
405,1990,Argentina,Russia,1.0
406,1990,Austria,Czech Republic,0.0
407,1990,Austria,United States,1.0
408,1990,Belgium,South Korea,1.0
409,1990,Belgium,Spain,0.0
410,1990,Belgium,Uruguay,1.0
411,1990,Brazil,Argentina,0.0
412,1990,Brazil,Costa Rica,1.0
413,1990,Brazil,Scotland,1.0
414,1990,Brazil,Sweden,1.0
415,1990,Cameroon,Colombia,1.0
416,1990,Cameroon,Romania,1.0
417,1990,Cameroon,Russia,0.0
418,1990,Costa Rica,Scotland,1.0
419,1990,Czech Republic,Costa Rica,1.0
420,1990,England,Belgium,1.0
421,1990,England,Cameroon,1.0
422,1990,England,Egypt,1.0
423,1990,England,Netherlands,0.0
424,1990,England,Republic of Ireland,0.0
425,1990,Italy,Argentina,0.0
426,1990,Italy,Austria,1.0
427,1990,Italy,Czech Republic,1.0
428,1990,Italy,England,1.0
429,1990,Italy,Republic of Ireland,1.0
430,1990,Italy,United States,1.0
431,1990,Italy,Uruguay,1.0
432,1990,Netherlands,Egypt,0.0
433,1990,Republic of Ireland,Egypt,0.0
434,1990,Republic of Ireland,Netherlands,0.0
435,1990,Republic of Ireland,Romania,0.0
436,1990,Russia,Romania,0.0
437,1990,South Korea,Spain,0.0
438,1990,South Korea,Uruguay,0.0
439,1990,Spain,Yugoslavia,0.0
440,1990,Sweden,Costa Rica,0.0
441,1990,Sweden,Scotland,0.0
442,1990,United Arab Emirates,Colombia,0.0
443,1990,United States,Czech Republic,0.0
444,1990,Uruguay,Spain,0.0
445,1990,West Germany,Argentina,1.0
446,1990,West Germany,Colombia,0.0
447,1990,West Germany,Czech Republic,1.0
448,1990,West Germany,England,0.0
449,1990,West Germany,Netherlands,1.0
450,1990,West Germany,United Arab Emirates,1.0
451,1990,West Germany,Yugoslavia,1.0
452,1990,Yugoslavia,Argentina,0.0
453,1990,Yugoslavia,Colombia,1.0
454,1990,Yugoslavia,United Arab Emirates,1.0
455,1994,Argentina,Bulgaria,0.0
456,1994,Argentina,Greece,1.0
457,1994,Argentina,Nigeria,1.0
458,1994,Belgium,Morocco,1.0
459,1994,Belgium,Netherlands,1.0
460,1994,Belgium,Saudi Arabia,0.0
461,1994,Bolivia,Spain,0.0
462,1994,Brazil,Cameroon,1.0
463,1994,Brazil,Italy,0.0
464,1994,Brazil,Russia,1.0
465,1994,Brazil,Sweden,0.0
466,1994,Brazil,United States,1.0
467,1994,Bulgaria,Germany,1.0
468,1994,Bulgaria,Greece,1.0
469,1994,Bulgaria,Italy,0.0
470,1994,Cameroon,Sweden,0.0
471,1994,Colombia,Romania,0.0
472,1994,Germany,Belgium,1.0
473,1994,Germany,Bolivia,1.0
474,1994,Germany,South Korea,1.0
475,1994,Germany,Spain,0.0
476,1994,Greece,Nigeria,0.0
477,1994,Italy,Mexico,0.0
478,1994,Italy,Norway,1.0
479,1994,Italy,Republic of Ireland,0.0
480,1994,Italy,Spain,1.0
481,1994,Mexico,Bulgaria,0.0
482,1994,Mexico,Republic of Ireland,1.0
483,1994,Morocco,Netherlands,0.0
484,1994,Netherlands,Brazil,0.0
485,1994,Netherlands,Republic of Ireland,1.0
486,1994,Netherlands,Saudi Arabia,1.0
487,1994,Nigeria,Bulgaria,1.0
488,1994,Nigeria,Italy,0.0
489,1994,Norway,Mexico,1.0
490,1994,Republic of Ireland,Norway,0.0
491,1994,Romania,Argentina,1.0
492,1994,Romania,Sweden,0.0
493,1994,Romania,Switzerland,0.0
494,1994,Russia,Cameroon,1.0
495,1994,Saudi Arabia,Morocco,1.0
496,1994,Saudi Arabia,Sweden,0.0
497,1994,South Korea,Bolivia,0.0
498,1994,Spain,South Korea,0.0
499,1994,Spain,Switzerland,1.0
500,1994,Sweden,Brazil,0.0
501,1994,Sweden,Bulgaria,1.0
502,1994,Sweden,Russia,1.0
503,1994,Switzerland,Colombia,0.0
504,1994,United States,Colombia,1.0
505,1994,United States,Romania,0.0
506,1994,United States,Switzerland,0.0
507,1998,Argentina,Croatia,1.0
508,1998,Argentina,England,0.0
509,1998,Argentina,Jamaica,1.0
510,1998,Argentina,Japan,1.0
511,1998,Belgium,Mexico,0.0
512,1998,Belgium,South Korea,0.0
513,1998,Brazil,Chile,1.0
514,1998,Brazil,Denmark,1.0
515,1998,Brazil,France,0.0
516,1998,Brazil,Morocco,1.0
517,1998,Brazil,Netherlands,0.0
518,1998,Brazil,Norway,0.0
519,1998,Brazil,Scotland,1.0
520,1998,Cameroon,Austria,0.0
521,1998,Chile,Austria,0.0
522,1998,Chile,Cameroon,0.0
523,1998,Colombia,England,0.0
524,1998,Colombia,Tunisia,1.0
525,1998,England,Tunisia,1.0
526,1998,FR Yugoslavia,Iran,1.0
527,1998,France,Croatia,1.0
528,1998,France,Denmark,1.0
529,1998,France,Paraguay,1.0
530,1998,France,Saudi Arabia,1.0
531,1998,France,South Africa,1.0
532,1998,Germany,Croatia,0.0
533,1998,Germany,FR Yugoslavia,0.0
534,1998,Germany,Iran,1.0
535,1998,Germany,Mexico,1.0
536,1998,Germany,United States,1.0
537,1998,Italy,Austria,1.0
538,1998,Italy,Cameroon,1.0
539,1998,Italy,Chile,0.0
540,1998,Italy,France,0.0
541,1998,Italy,Norway,1.0
542,1998,Jamaica,Croatia,0.0
543,1998,Japan,Croatia,0.0
544,1998,Japan,Jamaica,0.0
545,1998,Morocco,Norway,0.0
546,1998,Netherlands,Argentina,1.0
547,1998,Netherlands,Belgium,0.0
548,1998,Netherlands,Croatia,0.0
549,1998,Netherlands,FR Yugoslavia,1.0
550,1998,Netherlands,Mexico,0.0
551,1998,Netherlands,South Korea,1.0
552,1998,Nigeria,Bulgaria,1.0
553,1998,Nigeria,Denmark,0.0
554,1998,Nigeria,Paraguay,0.0
555,1998,Paraguay,Bulgaria,0.0
556,1998,Romania,Colombia,1.0
557,1998,Romania,Croatia,0.0
558,1998,Romania,England,1.0
559,1998,Romania,Tunisia,0.0
560,1998,Saudi Arabia,Denmark,0.0
561,1998,Scotland,Morocco,0.0
562,1998,Scotland,Norway,0.0
563,1998,South Africa,Denmark,0.0
564,1998,South Africa,Saudi Arabia,0.0
565,1998,South Korea,Mexico,0.0
566,1998,Spain,Bulgaria,1.0
567,1998,Spain,Nigeria,0.0
568,1998,Spain,Paraguay,0.0
569,1998,United States,FR Yugoslavia,0.0
570,1998,United States,Iran,0.0
571,2002,Albania,Bosnia and Herzegovina,1.0
572,2002,Albania,Bulgaria,0.0
573,2002,Albania,Cyprus,0.0
574,2002,Albania,Czechoslovakia,0.0
575,2002,Albania,France,0.0
576,2002,Albania,Georgia,0.5
577,2002,Albania,Germany,0.0
578,2002,Albania,Greece,0.5
579,2002,Albania,Iceland,1.0
580,2002,Albania,Latvia,0.0
581,2002,Albania,Malta,1.0
582,2002,Albania,Moldova,1.0
583,2002,Albania,North Macedonia,1.0
584,2002,Albania,Norway,0.0
585,2002,Albania,Slovenia,0.0
586,2002,Albania,Wales,0.0
587,2002,Algeria,Angola,1.0
588,2002,Algeria,Benin,1.0
589,2002,Algeria,Bulgaria,0.0
590,2002,Algeria,Burkina Faso,0.6666666666666666
591,2002,Algeria,Burundi,1.0
592,2002,Algeria,Cameroon,0.6666666666666666
593,2002,Algeria,Congo,0.0
594,2002,Algeria,Egypt,1.0
595,2002,Algeria,Ethiopia,1.0
596,2002,Algeria,Gabon,1.0
597,2002,Algeria,Ghana,0.0
598,2002,Algeria,Guinea,0.5
599,2002,Algeria,Guinea-Bissau,1.0
600,2002,Algeria,Iran,1.0
601,2002,Algeria,Ivory Coast,0.4
602,2002,Algeria,Kenya,0.0
603,2002,Algeria,Liberia,1.0
604,2002,Algeria,Libya,1.0
605,2002,Algeria,Mali,1.0
606,2002,Algeria,Mauritania,1.0
607,2002,Algeria,Morocco,0.0
608,2002,Algeria,Nigeria,1.0
609,2002,Algeria,Romania,0.3333333333333333
610,2002,Algeria,Senegal,1.0
611,2002,Algeria,Sierra Leone,0.5
612,2002,Algeria,Slovakia,0.0
613,2002,Algeria,Sudan,0.0
614,2002,Algeria,Sweden,0.0
615,2002,Algeria,Tanzania,1.0
616,2002,Algeria,Togo,0.0
617,2002,Algeria,Tunisia,1.0
618,2002,Algeria,Uganda,0.5
619,2002,Algeria,United Arab Emirates,0.0
620,2002,Algeria,Zambia,0.0
621,2002,American Samoa,Tonga,0.0
622,2002,Andalusia,Estonia,1.0
623,2002,Andalusia,Iraq,1.0
624,2002,Andalusia,Morocco,1.0
625,2002,Andalusia,Tunisia,0.0
626,2002,Andalusia,Uruguay,0.0
627,2002,Andalusia,Yugoslavia,0.0
628,2002,Andorra,Armenia,0.0
629,2002,Andorra,Azerbaijan,0.0
630,2002,Andorra,Belarus,1.0
631,2002,Andorra,Brazil,0.0
632,2002,Andorra,Estonia,0.0
633,2002,Andorra,France,0.0
634,2002,Andorra,Iceland,0.0
635,2002,Andorra,Russia,0.0
636,2002,Andorra,Ukraine,0.0
637,2002,Angola,Algeria,0.0
638,2002,Angola,Benin,1.0
639,2002,Angola,Botswana,1.0
640,2002,Angola,Burkina Faso,1.0
641,2002,Angola,Burundi,1.0
642,2002,Angola,Cameroon,0.0
643,2002,Angola,Congo,1.0
644,2002,Angola,Equatorial Guinea,1.0
645,2002,Angola,Eswatini,0.0
646,2002,Angola,Gabon,1.0
647,2002,Angola,Ghana,1.0
648,2002,Angola,Guinea,1.0
649,2002,Angola,Lesotho,1.0
650,2002,Angola,Madagascar,0.0
651,2002,Angola,Mali,1.0
652,2002,Angola,Mauritius,0.5
653,2002,Angola,Mozambique,1.0
654,2002,Angola,Namibia,0.6666666666666666
655,2002,Angola,South Africa,0.0
656,2002,Angola,Zambia,0.0
657,2002,Angola,Zimbabwe,0.5
658,2002,Antigua and Barbuda,British Virgin Islands,0.0
659,2002,Antigua and Barbuda,Dominica,0.5
660,2002,Antigua and Barbuda,Jamaica,0.0
661,2002,Antigua and Barbuda,Saint Kitts and Nevis,1.0
662,2002,Antigua and Barbuda,Saint Lucia,0.25
663,2002,Argentina,Australia,1.0
664,2002,Argentina,Bolivia,1.0
665,2002,Argentina,Bosnia and Herzegovina,1.0
666,2002,Argentina,Brazil,0.4
667,2002,Argentina,Bulgaria,1.0
668,2002,Argentina,Chile,1.0
669,2002,Argentina,Colombia,0.4
670,2002,Argentina,Denmark,0.0
671,2002,Argentina,Ecuador,0.5
672,2002,Argentina,England,0.0
673,2002,Argentina,Germany,1.0
674,2002,Argentina,Hungary,1.0
675,2002,Argentina,Lithuania,0.0
676,2002,Argentina,Mexico,0.3333333333333333
677,2002,Argentina,Morocco,1.0
678,2002,Argentina,Nigeria,1.0
679,2002,Argentina,Paraguay,0.6666666666666666
680,2002,Argentina,Peru,1.0
681,2002,Argentina,Poland,1.0
682,2002,Argentina,Russia,0.0
683,2002,Argentina,Serbia,0.6666666666666666
684,2002,Argentina,South Africa,1.0
685,2002,Argentina,United States,0.0
686,2002,Argentina,Venezuela,1.0
687,2002,Armenia,Andorra,1.0
688,2002,Armenia,Belgium,0.0
689,2002,Armenia,Cyprus,0.0
690,2002,Armenia,Denmark,0.0
691,2002,Armenia,Estonia,1.0
692,2002,Armenia,France,0.0
693,2002,Armenia,Georgia,0.0
694,2002,Armenia,Iceland,0.0
695,2002,Armenia,Lebanon,1.0
696,2002,Armenia,Malta,1.0
697,2002,Armenia,Moldova,0.0
698,2002,Armenia,Morocco,0.0
699,2002,Armenia,North Macedonia,0.0
700,2002,Armenia,Russia,0.0
701,2002,Armenia,Spain,0.0
702,2002,Armenia,Ukraine,0.0
703,2002,Armenia,Uzbekistan,1.0
704,2002,Aruba,Curaçao,0.0
705,2002,Australia,Bulgaria,0.0
706,2002,Australia,Chile,0.0
707,2002,Australia,Colombia,0.0
708,2002,Australia,Cook Islands,1.0
709,2002,Australia,Croatia,0.6666666666666666
710,2002,Australia,Czechoslovakia,0.0
711,2002,Australia,England,0.0
712,2002,Australia,Fiji,1.0
713,2002,Australia,France,0.0
714,2002,Australia,Ghana,0.6666666666666666
715,2002,Australia,Japan,0.5
716,2002,Australia,Kuwait,0.3333333333333333
717,2002,Australia,Malaysia,0.0
718,2002,Australia,New Zealand,0.6666666666666666
719,2002,Australia,Norway,1.0
720,2002,Australia,Paraguay,0.3333333333333333
721,2002,Australia,Slovakia,0.0
722,2002,Australia,South Africa,1.0
723,2002,Australia,South Korea,1.0
724,2002,Australia,Sweden,0.4
725,2002,Australia,Tahiti,1.0
726,2002,Australia,Vanuatu,1.0
727,2002,Austria,Argentina,0.0
728,2002,Austria,Croatia,0.0
729,2002,Austria,Cyprus,1.0
730,2002,Austria,Czech Republic,1.0
731,2002,Austria,Denmark,0.0
732,2002,Austria,Faroe Islands,1.0
